"business_id","date","description"
230,"20150306","Improper or defective plumbing  [ date violation corrected: 3/10/2015 ]"
230,"20150306","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/10/2015 ]"
230,"20140205","Permit license or inspection report not posted  [ date violation corrected: 2/13/2014 ]"
230,"20140205","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/13/2014 ]"
230,"20140205","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/13/2014 ]"
230,"20140205","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/13/2014 ]"
230,"20140205","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/13/2014 ]"
230,"20140205","Employee eating or smoking  [ date violation corrected: 2/13/2014 ]"
231,"20160301","Improper food storage  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Foods not protected from contamination  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/16/2016 ]"
231,"20140902","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/11/2014 ]"
231,"20140902","Improper storage use or identification of toxic substances  [ date violation corrected: 9/11/2014 ]"
231,"20140902","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/11/2014 ]"
231,"20140204","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/2/2014 ]"
231,"20140204","Improper food storage  [ date violation corrected: 9/2/2014 ]"
231,"20140204","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/2/2014 ]"
231,"20130508","Unclean nonfood contact surfaces  [ date violation corrected: 6/7/2013 ]"
231,"20130508","Improper food storage  [ date violation corrected: 6/7/2013 ]"
231,"20130508","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/7/2013 ]"
231,"20130508","High risk food holding temperature   [ date violation corrected: 6/7/2013 ]"
234,"20150505","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Inadequate procedures or records for time as a public health control   [ date violation corrected: 5/13/2015 ]"
234,"20150505","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Moderate risk vermin infestation  [ date violation corrected: 5/13/2015 ]"
234,"20140415","Moderate risk food holding temperature   [ date violation corrected: 6/17/2014 ]"
234,"20140415","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Improper storage of equipment utensils or linens  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Improper cooling methods  [ date violation corrected: 4/15/2014 ]"
234,"20130506","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/15/2014 ]"
234,"20130506","Unclean nonfood contact surfaces  [ date violation corrected: 4/15/2014 ]"
234,"20130506","Foods not protected from contamination  [ date violation corrected: 5/15/2013 ]"
234,"20130506","Moderate risk vermin infestation  [ date violation corrected: 5/15/2013 ]"
234,"20130506","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/15/2013 ]"
236,"20151214","Unclean or degraded floors walls or ceilings"
236,"20151214","Moderate risk vermin infestation"
236,"20141118","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Permit license or inspection report not posted  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Improper or defective plumbing  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Food safety certificate or food handler card not available  [ date violation corrected: 1/12/2015 ]"
236,"20130522","Permit license or inspection report not posted  [ date violation corrected: 11/17/2014 ]"
236,"20130522","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/17/2014 ]"
239,"20140507","Moderate risk food holding temperature "
239,"20140507","Unclean nonfood contact surfaces"
239,"20140507","Foods not protected from contamination"
239,"20130917","Foods not protected from contamination  [ date violation corrected: 9/19/2013 ]"
239,"20130917","High risk food holding temperature   [ date violation corrected: 9/19/2013 ]"
239,"20130917","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/7/2014 ]"
239,"20130917","Inadequate warewashing facilities or equipment  [ date violation corrected: 9/19/2013 ]"
239,"20130917","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/7/2014 ]"
239,"20130917","Employee eating or smoking  [ date violation corrected: 9/19/2013 ]"
240,"20150813","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean nonfood contact surfaces  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Moderate risk food holding temperature   [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean hands or improper use of gloves  [ date violation corrected: 8/28/2015 ]"
240,"20150813","High risk vermin infestation  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/28/2015 ]"
240,"20140724","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Improper food storage  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Improper thawing methods   [ date violation corrected: 8/22/2014 ]"
240,"20140724","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/22/2014 ]"
240,"20140206","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Improper cooling methods  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Unclean nonfood contact surfaces  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Moderate risk food holding temperature   [ date violation corrected: 7/24/2014 ]"
240,"20130523","Moderate risk food holding temperature   [ date violation corrected: 2/6/2014 ]"
240,"20130523","Improper storage use or identification of toxic substances  [ date violation corrected: 2/6/2014 ]"
240,"20130523","Unclean nonfood contact surfaces  [ date violation corrected: 2/6/2014 ]"
240,"20130523","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/6/2014 ]"
240,"20130523","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/6/2014 ]"
240,"20130523","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/6/2014 ]"
247,"20140909","Unclean nonfood contact surfaces"
247,"20140909","Unclean or unsanitary food contact surfaces"
247,"20140909","Insufficient hot water or running water"
247,"20140909","Inadequate warewashing facilities or equipment"
247,"20140909","No thermometers or uncalibrated thermometers "
247,"20140304","Improper or defective plumbing  [ date violation corrected: 9/9/2014 ]"
247,"20140304","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/9/2014 ]"
247,"20140304","Food safety certificate or food handler card not available  [ date violation corrected: 9/9/2014 ]"
251,"20140612","Unclean or degraded floors walls or ceilings"
251,"20140612","Wiping cloths not clean or properly stored or inadequate sanitizer"
251,"20131113","Low risk vermin infestation  [ date violation corrected: 6/12/2014 ]"
251,"20131113","Improper food storage  [ date violation corrected: 6/12/2014 ]"
251,"20131113","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/12/2014 ]"
251,"20131113","Unclean nonfood contact surfaces  [ date violation corrected: 6/12/2014 ]"
253,"20150217","Unclean or degraded floors walls or ceilings"
253,"20131101","Unclean nonfood contact surfaces  [ date violation corrected: 11/1/2013 ]"
256,"20140303","Food safety certificate or food handler card not available  [ date violation corrected: 9/8/2015 ]"
258,"20160407","Insufficient hot water or running water"
258,"20160407","Permit license or inspection report not posted"
258,"20160407","Other low risk violation"
258,"20160407","Improper food storage"
258,"20160407","Unapproved or unmaintained equipment or utensils"
258,"20150528","Improper food storage  [ date violation corrected: 5/28/2015 ]"
258,"20141003","Improper food storage  [ date violation corrected: 5/28/2015 ]"
258,"20141003","Improper thawing methods   [ date violation corrected: 10/3/2014 ]"
258,"20140407","Improper food storage  [ date violation corrected: 10/3/2014 ]"
258,"20140407","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 10/3/2014 ]"
258,"20131017","Food safety certificate or food handler card not available  [ date violation corrected: 4/7/2014 ]"
258,"20131017","Moderate risk food holding temperature   [ date violation corrected: 4/7/2014 ]"
260,"20160219","Unclean unmaintained or improperly constructed toilet facilities"
260,"20160219","Unclean nonfood contact surfaces"
260,"20160219","Wiping cloths not clean or properly stored or inadequate sanitizer"
260,"20160219","Food safety certificate or food handler card not available"
260,"20141209","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/9/2014 ]"
260,"20141209","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/9/2014 ]"
260,"20141209","Permit license or inspection report not posted  [ date violation corrected: 2/19/2016 ]"
